Processo;Cidade;Estado;Tipo;Metragem;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0100200-07.2021.5.01.0008;Rio de Janeiro;RJ;Casa;0,00 m²;RUA RAPHAEL PAIXÃO, 200, condominio Vivendas do Sol, FREGUESIA DE JACAREPAGUÁ;R$ 1.620.000,00;50%;05/05/2026;06/05/2026;R$ 810.000,00;R$ 24.300,00;R$ 40.500,00;R$ 40.500,00;R$ 40.500,00;R$ 955.800,00;66420000,00%;10;VERMELHO;
0100200-07.2021.5.01.0008;Rio de Janeiro;RJ;Casa;0,00 m²;Rua Raphael Paixão, 200, Casa 02, Freguesia de Jacarepagua;R$ 1.620.000,00;50%;05/05/2026;06/05/2026;R$ 810.000,00;R$ 24.300,00;R$ 40.500,00;R$ 40.500,00;R$ 40.500,00;R$ 955.800,00;66420000,00%;10;VERMELHO;
0100200-07.2021.5.01.0008;Rio de Janeiro;RJ;Casa;0,00 m²;RUA RAPHAEL PAIXÃO, 200, FREGUESIA DE JACAREPAGUÁ;R$ 1.620.000,00;50%;05/05/2026;06/05/2026;R$ 810.000,00;R$ 24.300,00;R$ 40.500,00;R$ 40.500,00;R$ 40.500,00;R$ 955.800,00;66420000,00%;40;VERMELHO;
1005543-56.2018.8.26.0318;Leme;SP;Terreno com benfeitorias;5.715,50 m²;Rua Carlos Franco de Camargo, nº 160;R$ 1.600.000,00;60%;04/05/2026;27/05/2026;R$ 960.000,00;R$ 28.800,00;R$ 48.000,00;R$ 48.000,00;R$ 48.000,00;R$ 1.132.800,00;46720000,00%;65;AMARELO;
0028200-32.2006.5.02.0032;São Paulo;SP;Casa;80,00 m²;Rua Solon, nº 440, Bom Retiro;R$ 1.580.000,00;40%;04/08/2026;04/08/2026;R$ 632.000,00;R$ 18.960,00;R$ 31.600,00;R$ 31.600,00;R$ 31.600,00;R$ 745.760,00;83424000,00%;55;VERMELHO;
0073677-42.2005.8.26.0114;Águas de Lindóia;SP;Casa;505,31 m²;Rua Prefeito Luis Barbosa, n° 256, Jardim Maciel, Águas de Lindoia/SP;R$ 1.567.275,25;60%;19/06/2026;14/07/2026;R$ 940.365,15;R$ 28.210,95;R$ 47.018,26;R$ 47.018,26;R$ 47.018,26;R$ 1.109.630,88;45764437,30%;35;VERMELHO;
0044176-11.2017.8.16.0014;Londrina;PR;Terreno com barracão comercial;640,00 m²;Rua Tereza de Souza, 128, Bairro Parque Ind Kiugo Takata – Cilo V, Zona Sul;R$ 1.560.000,00;50%;04/05/2026;18/05/2026;R$ 780.000,00;R$ 23.400,00;R$ 39.000,00;R$ 39.000,00;R$ 39.000,00;R$ 920.400,00;63960000,00%;70;AMARELO;
0714294-51.2017.8.07.0001;Brasília;DF;Apartamento;124,87 m²;Bloco D, Superquadra Norte 107;R$ 1.542.144,50;70%;06/05/2026;08/05/2026;R$ 1.079.501,15;R$ 32.385,03;R$ 53.975,06;R$ 53.975,06;R$ 53.975,06;R$ 1.273.811,36;26833314,30%;0;VERMELHO;
0714294-51.2017.8.07.0001;Brasília;DF;Apartamento;124,87 m²;Apartamento nº 103, Bloco D, Superquadra Norte 107;R$ 1.542.144,50;70%;06/05/2026;08/05/2026;R$ 1.079.501,15;R$ 32.385,03;R$ 53.975,06;R$ 53.975,06;R$ 53.975,06;R$ 1.273.811,36;26833314,30%;20;VERMELHO;
1000940-47.2021.5.02.0610;Praia Grande;SP;Apartamento;194,75 m²;Rua Itararé, número 252, Jardim Guilhermina, Praia Grande/SP;R$ 1.500.000,00;50%;04/08/2026;04/08/2026;R$ 750.000,00;R$ 22.500,00;R$ 37.500,00;R$ 37.500,00;R$ 37.500,00;R$ 885.000,00;61500000,00%;30;VERMELHO;
1001269-67.2018.5.02.0318;Guarulhos;SP;Prédio Comercial;633,68 m²;Rua Carlópolis, 10, Cidade Parque São Luiz;R$ 1.500.000,00;75%;16/07/2026;16/07/2026;R$ 1.125.000,00;R$ 33.750,00;R$ 56.250,00;R$ 56.250,00;R$ 56.250,00;R$ 1.327.500,00;17250000,00%;60;AMARELO;
0001100-55.2005.5.02.0059;São Paulo;SP;Apartamento;309,74 m²;Avenida Washington Luis, 1576, apto 161, Bloco D, Santo Amaro, São Paulo/SP;R$ 1.450.000,00;50%;16/07/2026;16/07/2026;R$ 725.000,00;R$ 21.750,00;R$ 36.250,00;R$ 36.250,00;R$ 36.250,00;R$ 855.500,00;59450000,00%;60;AMARELO;
1001976-16.2024.5.02.0321;Guarulhos;SP;Sobrado;158,00 m²;Rua Santa Izabel, 45 – Vila Paulista, Guarulhos - SP, CEP 07023-022;R$ 1.400.000,00;57%;04/08/2026;04/08/2026;R$ 798.000,00;R$ 23.940,00;R$ 39.900,00;R$ 39.900,00;R$ 39.900,00;R$ 941.640,00;45836000,00%;20;VERMELHO;
0141534-57.2000.8.13.0433;MONTES CLAROS;MG;Terreno;2.100,00 m²;Rua Quatro, Distrito Industrial - 3ª Etapa;R$ 1.400.000,00;75%;05/05/2026;03/06/2026;R$ 1.050.000,00;R$ 31.500,00;R$ 52.500,00;R$ 52.500,00;R$ 52.500,00;R$ 1.239.000,00;16100000,00%;50;VERMELHO;
1001109-77.2024.5.02.0303;São Paulo;SP;Casa;324,00 m²;Rua Padre Leonel França, 613 e 621, Vila Libaneza, Vila Prudente, São Paulo/SP;R$ 1.400.000,00;40%;16/07/2026;16/07/2026;R$ 560.000,00;R$ 16.800,00;R$ 28.000,00;R$ 28.000,00;R$ 28.000,00;R$ 660.800,00;73920000,00%;40;VERMELHO;
0008128-58.2024.8.16.0030;Foz do Iguaçu;PR;Casa;280,00 m²;"Lote nº 110, Quadra 16, Loteamento ""Beverly Falls Park"", Rua Lisboa, Foz do Iguaçu/PR";R$ 1.350.000,00;60%;23/06/2026;30/06/2026;R$ 810.000,00;R$ 24.300,00;R$ 40.500,00;R$ 40.500,00;R$ 40.500,00;R$ 955.800,00;39420000,00%;55;VERMELHO;
0012313-90.2015.8.16.0019;Ponta Grossa;PR;Terreno Urbano;423,85 m²;Rua Estrada José Kalinoski, 455 – Jardim Monte Belo;R$ 1.300.000,00;60%;18/05/2026;26/05/2026;R$ 780.000,00;R$ 23.400,00;R$ 39.000,00;R$ 39.000,00;R$ 39.000,00;R$ 920.400,00;37960000,00%;90;VERDE;
0002300-49.2012.5.02.0319;Guarulhos;SP;Apartamento;134,48 m²;Rua Augusta, 183, Apto. 244, Torre 2A, Cond. Parque Clube, Vila Augusta;R$ 1.300.000,00;40%;04/08/2026;04/08/2026;R$ 520.000,00;R$ 15.600,00;R$ 26.000,00;R$ 26.000,00;R$ 26.000,00;R$ 613.600,00;68640000,00%;5;VERMELHO;
0234800-30.1998.5.02.0432;Franco da Rocha;SP;Terreno/Sítio com Benfeitorias;0,00 m²;Avenida Doutor Franco da Rocha, terreno situado no Sítio dos Cristais ou Felix, Vila Zanele, Franco da Rocha/SP;R$ 1.280.000,00;40%;16/07/2026;16/07/2026;R$ 512.000,00;R$ 15.360,00;R$ 25.600,00;R$ 25.600,00;R$ 25.600,00;R$ 604.160,00;67584000,00%;45;VERMELHO;
0000361-20.2001.8.16.0112;Marechal Cândido Rondon;PR;Casa;205,64 m²;Rua Dom Pedro I, nº 1035, Centro, Marechal Cândido Rondon;R$ 1.260.000,00;60%;27/04/2026;28/04/2026;R$ 756.000,00;R$ 22.680,00;R$ 37.800,00;R$ 37.800,00;R$ 37.800,00;R$ 892.080,00;36792000,00%;60;AMARELO;
0734143-72.2018.8.07.0001;Brasília;DF;Apartamento;0,00 m²;SQS 116, Bloco G, Apartamento 109;R$ 1.255.116,53;70%;25/05/2026;28/05/2026;R$ 878.581,57;R$ 26.357,45;R$ 43.929,08;R$ 43.929,08;R$ 43.929,08;R$ 1.036.726,25;21839027,62%;30;VERMELHO;
0716648-49.2017.8.07.0001;Brasília;DF;Apartamento;0,00 m²;Apartamento nº 105, Bloco K, Quadra SQN 205, Asa Norte, Brasília/DF;R$ 1.249.734,13;60%;11/05/2026;14/05/2026;R$ 749.840,48;R$ 22.495,21;R$ 37.492,02;R$ 37.492,02;R$ 37.492,02;R$ 884.811,76;36492236,60%;25;VERMELHO;
0006188-70.2017.8.16.0170;Toledo;PR;Lote Rural;76.560,00 m²;"LOTE RURAL N° 168.B.2, Distrito de Vila Nova, Toledo-PR. Coordenadas: 24°33'10.1""S 53°51'56.9""W.";R$ 1.238.447,59;50%;25/05/2026;18/06/2026;R$ 619.223,80;R$ 18.576,71;R$ 30.961,19;R$ 30.961,19;R$ 30.961,19;R$ 730.684,08;50776351,19%;70;AMARELO;
0092000-10.2001.5.02.0032;São Paulo;SP;Casa e Terreno;207,00 m²;Rua Falchi Gianini, nº 456, Vila Prudente;R$ 1.210.000,00;40%;16/07/2026;16/07/2026;R$ 484.000,00;R$ 14.520,00;R$ 24.200,00;R$ 24.200,00;R$ 24.200,00;R$ 571.120,00;63888000,00%;50;VERMELHO;
0003657-17.2001.8.13.0344;Iturama;MG;Prédio (Comercial e Residencial);210,75 m²;Centro, Iturama, MG;R$ 1.200.000,00;50%;05/05/2026;07/12/2026;R$ 600.000,00;R$ 18.000,00;R$ 30.000,00;R$ 30.000,00;R$ 30.000,00;R$ 708.000,00;49200000,00%;55;VERMELHO;
0021538-15.2006.8.05.0001;Jequié;BA;Lotes;4.425,00 m²;Loteamento Cidade Nova, bairro John Kennedy, Jequié/BA;R$ 1.168.766,23;50%;20/04/2026;25/05/2026;R$ 584.383,12;R$ 17.531,49;R$ 29.219,16;R$ 29.219,16;R$ 29.219,16;R$ 689.572,08;47919415,43%;75;AMARELO;
5005790-25.2024.8.13.0704;Unaí;MG;Imóvel Rural;32,10 m²;Fazenda São Miguel, denominado por Lote nº 77 do P.A. São Miguel, Zona Rural, Unaí/MG, CEP 38610-000;R$ 1.120.000,00;60%;17/04/2026;27/05/2026;R$ 672.000,00;R$ 20.160,00;R$ 33.600,00;R$ 33.600,00;R$ 33.600,00;R$ 792.960,00;32704000,00%;45;VERMELHO;
0801337-72.2015.8.15.0001;Esperança;PB;Imóvel Rural;0,00 m²;Sitio Mulatinha, Esperança, PB;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;50;VERMELHO;
0801337-72.2015.8.15.0001;Esperança;PB;Imóvel Rural;0,00 m²;Sitio Mulatinha, neste município e comarca de Esperança;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;15;VERMELHO;
0801337-72.2015.8.15.0001;Esperança;PB;Imóvel rural;0,00 m²;Sitio Mulatinha, Esperança, PB;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;70;AMARELO;
0801337-72.2015.8.15.0001;Esperança;PB;Imóvel Rural;0,00 m²;Sitio Mulatinha, Esperança, PB;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;40;VERMELHO;
0801337-72.2015.8.15.0001;Esperança;PB;Imóvel Rural;0,00 m²;Sitio Mulatinha, Esperança, PB;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;30;VERMELHO;
0801337-72.2015.8.15.0001;Esperança;PB;Propriedade Rural;0,00 m²;Sitio Mulatinha, neste município e comarca de Esperança;R$ 1.110.000,00;100%;10/06/2026;10/06/2026;R$ 1.110.000,00;R$ 33.300,00;R$ 55.500,00;R$ 55.500,00;R$ 55.500,00;R$ 1.309.800,00;-19980000,00%;60;AMARELO;
1000677-33.2016.5.02.0402;Praia Grande;SP;Galpão;0,00 m²;Rua Benedito Calixto, 384 - Terrenos do Campo - Praia Grande/SP;R$ 1.100.000,00;70%;16/07/2026;16/07/2026;R$ 770.000,00;R$ 23.100,00;R$ 38.500,00;R$ 38.500,00;R$ 38.500,00;R$ 908.600,00;19140000,00%;85;VERDE;
0000703-15.2022.5.06.0018;CABO DE SANTO AGOSTINHO;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Paiva;R$ 1.100.000,00;60%;14/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;65;AMARELO;
0000703-15.2022.5.06.0018;CABO DE SANTO AGOSTINHO;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Bairro Paiva, Cabo de Santo Agostinho/PE;R$ 1.100.000,00;60%;13/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;55;VERMELHO;
0000703-15.2022.5.06.0018;CABO DE SANTO AGOSTINHO;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Paiva;R$ 1.100.000,00;60%;14/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;90;VERDE;
0000703-15.2022.5.06.0018;Cabo de Santo Agostinho;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Paiva, Cabo de Santo Agostinho - PE, 54522-170;R$ 1.100.000,00;60%;14/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;75;AMARELO;
0000703-15.2022.5.06.0018;CABO DE SANTO AGOSTINHO;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Bairro Paiva, Cabo de Santo Agostinho - PE, CEP 54522-170;R$ 1.100.000,00;60%;14/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;35;VERMELHO;
0000703-15.2022.5.06.0018;CABO DE SANTO AGOSTINHO;PE;Apartamento;113,03 m²;Rua Vitoria Regia, 120, apt. 602 sul, Bairro Paiva;R$ 1.100.000,00;60%;13/04/2026;15/09/2026;R$ 660.000,00;R$ 19.800,00;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00;R$ 778.800,00;32120000,00%;85;VERDE;
0017227-42.2020.8.16.0014;Londrina;PR;APARTAMENTO duplex;326,88 m²;Avenida Rio de Janeiro, nº 1421, apto 71, 7º e 8º pavimento (duplex), Edifício Atlântico, Centro, Londrina/PR, CEP: 86.010-150;R$ 1.094.465,54;60%;20/04/2026;22/07/2026;R$ 656.679,32;R$ 19.700,38;R$ 32.833,97;R$ 32.833,97;R$ 32.833,97;R$ 774.881,60;31958393,77%;10;VERMELHO;
0002558-53.2022.8.16.0130;Maringá;PR;Imóvel Comercial;231,19 m²;Rua Marcílio Dias, 1048, esquina com a Rua Henrique Dias, 386, Zona 03, Maringá/PR;R$ 1.069.565,25;50%;29/04/2026;06/05/2026;R$ 534.782,63;R$ 16.043,48;R$ 26.739,13;R$ 26.739,13;R$ 26.739,13;R$ 631.043,50;43852175,25%;25;VERMELHO;
0002558-53.2022.8.16.0130;Maringá;PR;Imóvel Comercial;231,19 m²;Rua Marcílio Dias, 1048, esquina com a Rua Henrique Dias, 386, Zona 03, Maringá/PR;R$ 1.069.565,25;50%;29/04/2026;06/05/2026;R$ 534.782,63;R$ 16.043,48;R$ 26.739,13;R$ 26.739,13;R$ 26.739,13;R$ 631.043,50;43852175,25%;50;VERMELHO;
1025029-18.2022.8.26.0114;Campinas;SP;Apartamento;239,83 m²;Rua Boaventura do Amaral, nº 1146;R$ 1.063.333,33;80%;04/05/2026;27/05/2026;R$ 850.666,66;R$ 25.520,00;R$ 42.533,33;R$ 42.533,33;R$ 42.533,33;R$ 1.003.786,66;5954666,65%;40;VERMELHO;
1001078-80.2024.5.02.0263;Diadema;SP;Terreno;200,00 m²;Rua Topázio, 244, Centro, Diadema/SP;R$ 1.037.715,32;80%;04/08/2026;04/08/2026;R$ 830.172,26;R$ 24.905,17;R$ 41.508,61;R$ 41.508,61;R$ 41.508,61;R$ 979.603,26;5811205,79%;50;VERMELHO;
0718164-31.2022.8.07.0001;Ipojuca;PE;Casa;0,00 m²;Avenida Enseada de Serrambi, S/N, Lote 16, Quadra P-1, Loteamento Enseada de Serrambi;R$ 1.000.000,00;65%;11/05/2026;14/05/2026;R$ 650.000,00;R$ 19.500,00;R$ 32.500,00;R$ 32.500,00;R$ 32.500,00;R$ 767.000,00;23300000,00%;45;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel Rural;388.000,00 m²;Lugar denominado MANDINGA, terrenos da fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;15;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;388.000,00 m²;"Fazenda ""Mandinga"", lugar denominado MANDINGA, terrenos da fazenda Iracema, no município de Amparo do Serra/MG";R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;20;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;Fazenda Mandinga, Lugar Mandinga, Fazenda Iracema;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;30;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;Fazenda Mandinga, lugar denominado Mandinga, Fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;35;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;"Fazenda ""Mandinga"", terrenos da fazenda Iracema, no município de Amparo do Serra/MG";R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;20;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;388.000,00 m²;Lugar denominado Mandinga, Fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;15;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;0,00 m²;Fazenda Mandinga, terrenos da fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;10;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;388.000,00 m²;Fazenda Mandinga, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;15;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Terreno;38,80 m²;Fazenda Mandinga, lugar Mandinga, Fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;05/05/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;15;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel Rural;388.000,00 m²;Fazenda Mandinga, terrenos da fazenda Iracema, Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;10;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;388.000,00 m²;"Fazenda ""Mandinga"", no município de Amparo do Serra/MG";R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;35;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel Rural;38,80 m²;Fazenda Mandinga, terrenos da fazenda Iracema, município de Amparo do Serra/MG;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;10;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;"Fazenda ""Mandinga"", no lugar denominado MANDINGA, terrenos da fazenda Iracema, no município de Amparo do Serra/MG";R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;10;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;Fazenda Mandinga, terrenos da fazenda Iracema;R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;35;VERMELHO;
0010363-43.2022.5.03.0074;Amparo do Serra;MG;Imóvel rural;38,80 m²;"Fazenda ""Mandinga"", no lugar denominado MANDINGA, terrenos da fazenda Iracema, no município de Amparo do Serra/MG";R$ 970.000,00;50%;05/05/2026;07/12/2026;R$ 485.000,00;R$ 14.550,00;R$ 24.250,00;R$ 24.250,00;R$ 24.250,00;R$ 572.300,00;39770000,00%;35;VERMELHO;
5015778-15.2021.8.13.0433;Francisco Sá;MG;Terreno;11.434,00 m²;Um quinhão de terras, de nº 14 (quatorze), da fazenda ¿Riacho Acima¿, no município de Francisco Sá;R$ 969.850,00;75%;05/05/2026;19/05/2026;R$ 727.387,50;R$ 21.821,63;R$ 36.369,38;R$ 36.369,38;R$ 36.369,38;R$ 858.317,25;11153275,00%;70;AMARELO;
5000192-38.2024.8.13.0107;Jesuânia;MG;Terreno Rural;149.000,00 m²;Lugar denominado Santa Cruz, Jesuânia;R$ 963.955,00;50%;15/04/2026;23/04/2026;R$ 481.977,50;R$ 14.459,33;R$ 24.098,88;R$ 24.098,88;R$ 24.098,88;R$ 568.733,45;39522155,00%;85;VERDE;
0011294-95.2020.5.03.0048;Araxá;MG;Apartamento;161,30 m²;Av. Prefeito Aracely de Paula, nº 1550;R$ 950.000,00;50%;16/06/2026;16/06/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;75;AMARELO;
0011294-95.2020.5.03.0048;Araxá;MG;Apartamento;161,30 m²;Av. Prefeito Aracely de Paula, nº 1550, Edifício Avenida Park;R$ 950.000,00;50%;16/06/2026;16/06/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;60;AMARELO;
1000466-52.2015.5.02.0492;Praia Grande;SP;Apartamento;285,30 m²;Rua Affonso Chaves, 234, Apto. 101, Balneário Mirante Ocian, Praia Grande/SP;R$ 950.000,00;40%;16/07/2026;16/07/2026;R$ 380.000,00;R$ 11.400,00;R$ 19.000,00;R$ 19.000,00;R$ 19.000,00;R$ 448.400,00;50160000,00%;5;VERMELHO;
0000636-84.2021.5.09.0088;Curitiba;PR;Terreno;634,80 m²;Rua Cyrillo Merlin, 187, Curitiba/PR;R$ 950.000,00;50%;16/06/2026;23/07/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;10;VERMELHO;
0000636-84.2021.5.09.0088;Curitiba;PR;Terreno;671,13 m²;Rua Cyrillo Merlin, 187, Curitiba, PR;R$ 950.000,00;50%;16/06/2026;23/07/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;10;VERMELHO;
0000636-84.2021.5.09.0088;Curitiba;PR;Terreno com benfeitorias;634,80 m²;Rua Cyrillo Merlin, 187, Curitiba/PR;R$ 950.000,00;50%;16/06/2026;23/07/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;20;VERMELHO;
1000218-10.2020.5.02.0202;Pinhalão;PR;Imóvel Rural;54.450,00 m²;Fazenda Ribeirão Grande, Fazenda Ribeirão do Café - Estrada Vicinal de Sítios, Pinhalão/PR;R$ 950.000,00;50%;16/07/2026;16/07/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;55;VERMELHO;
0264144-27.2005.8.13.0344;Iturama;MG;Posto de resfriamento de leite;779,88 m²;Avenida Dom Pedro II, nº 446;R$ 950.000,00;50%;15/04/2026;29/05/2026;R$ 475.000,00;R$ 14.250,00;R$ 23.750,00;R$ 23.750,00;R$ 23.750,00;R$ 560.500,00;38950000,00%;0;VERMELHO;
5014239-33.2022.8.13.0480;Patos de Minas;MG;Terreno;0,00 m²;Fazenda Alagoas-Brejo Comprido, lugar Guariroba, Patos de Minas-MG;R$ 949.800,00;70%;12/05/2026;21/05/2026;R$ 664.860,00;R$ 19.945,80;R$ 33.243,00;R$ 33.243,00;R$ 33.243,00;R$ 784.534,80;16526520,00%;90;VERDE;
1017819-86.2017.8.26.0114;Piracicaba;SP;Prédio Comercial;226,87 m²;Rua Samuel Neves, nº 2205 – Bairro São Dimas – Piracicaba/SP;R$ 944.147,45;60%;29/05/2026;24/06/2026;R$ 566.488,47;R$ 16.994,65;R$ 28.324,42;R$ 28.324,42;R$ 28.324,42;R$ 668.456,39;27569105,54%;55;VERMELHO;
1001137-13.2024.5.02.0443;São Paulo;SP;Apartamento;65,83 m²;Rua Flávio de Melo, 180, apartamento 111, Vila Mariana, São Paulo/SP;R$ 940.000,00;70%;16/07/2026;16/07/2026;R$ 658.000,00;R$ 19.740,00;R$ 32.900,00;R$ 32.900,00;R$ 32.900,00;R$ 776.440,00;16356000,00%;25;VERMELHO;
0000489-33.2023.5.09.0009;Londrina;PR;Apartamento;85,46 m²;Rua Pisicchio, nº 50;R$ 893.000,00;65%;05/05/2026;14/05/2026;R$ 580.450,00;R$ 17.413,50;R$ 29.022,50;R$ 29.022,50;R$ 29.022,50;R$ 684.931,00;20806900,00%;40;VERMELHO;
